2022-05-06 18:18:32.612 UTC,,,1598,,62756678.63e,1,,2022-05-06 18:18:32 UTC,,0,LOG,00000,"ending log output to stderr",,"Future log output will go to log destination ""csvlog"".",,,,,,,"","postmaster",,0
2022-05-06 18:18:32.612 UTC,,,1598,,62756678.63e,2,,2022-05-06 18:18:32 UTC,,0,LOG,00000,"starting PostgreSQL 14.1 on x86_64-pc-linux-gnu, compiled by gcc (Ubuntu 7.5.0-3ubuntu1~18.04) 7.5.0, 64-bit",,,,,,,,,"","postmaster",,0
2022-05-06 18:18:32.613 UTC,,,1598,,62756678.63e,3,,2022-05-06 18:18:32 UTC,,0,LOG,00000,"listening on IPv4 address ""127.0.0.1"", port 5432",,,,,,,,,"","postmaster",,0
2022-05-06 18:18:32.615 UTC,,,1598,,62756678.63e,4,,2022-05-06 18:18:32 UTC,,0,LOG,00000,"listening on IPv4 address ""192.168.190.129"", port 5432",,,,,,,,,"","postmaster",,0
2022-05-06 18:18:32.625 UTC,,,1598,,62756678.63e,5,,2022-05-06 18:18:32 UTC,,0,LOG,00000,"listening on Unix socket ""/tmp/.s.PGSQL.5432""",,,,,,,,,"","postmaster",,0
2022-05-06 18:18:32.657 UTC,,,1600,,62756678.640,1,,2022-05-06 18:18:32 UTC,,0,LOG,00000,"database system was shut down at 2022-05-06 18:18:32 UTC",,,,,,,,,"","startup",,0
2022-05-06 18:18:32.676 UTC,,,1598,,62756678.63e,6,,2022-05-06 18:18:32 UTC,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,"","postmaster",,0
2022-05-06 18:18:53.810 UTC,,,1598,,62756678.63e,7,,2022-05-06 18:18:32 UTC,,0,LOG,00000,"received fast shutdown request",,,,,,,,,"","postmaster",,0
2022-05-06 18:18:53.811 UTC,,,1598,,62756678.63e,8,,2022-05-06 18:18:32 UTC,,0,LOG,00000,"aborting any active transactions",,,,,,,,,"","postmaster",,0
2022-05-06 18:18:53.812 UTC,,,1598,,62756678.63e,9,,2022-05-06 18:18:32 UTC,,0,LOG,00000,"background worker ""logical replication launcher"" (PID 1606) exited with exit code 1",,,,,,,,,"","postmaster",,0
2022-05-06 18:18:53.813 UTC,,,1601,,62756678.641,1,,2022-05-06 18:18:32 UTC,,0,LOG,00000,"shutting down",,,,,,,,,"","checkpointer",,0
2022-05-06 18:18:53.860 UTC,,,1598,,62756678.63e,10,,2022-05-06 18:18:32 UTC,,0,LOG,00000,"database system is shut down",,,,,,,,,"","postmaster",,0
